stimulus,memorability,scaled_memory_hits,X,score_emotional,sd_emotional,score_humanmade,sd_humanmade,score_outdoors,sd_outdoors,score_shoebox,sd_shoebox,humanmade_pass,outdoors_pass,shoebox_pass,humanmade_response,outdoors_response,shoebox_response,scaled_emotional,h_index,modal_response,proportion_response,unique,scaled_name
Milkshake_Chocolate.jpg,-0.039443786662037926,0.3251287922152261,1416,1.64802525212021,0.934740143025024,1,0,0.285714285714286,0.487950036474267,0.714285714285714,0.487950036474267,1,0,0,human-made,NA,NA,0.988564894225272,2.05632607578088,milkshake,0.5294117647058824,0,0.4042309891366495
Milkshake_Strawberry.jpg,0.06489108746331855,0.7223812249570692,504,1.0565810298874,0.969228149172745,1,0,0.125,0.353553390593274,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.943396226415094,2.2916201934279385,milkshake,0.5294117647058824,0,0.48999428244711263
Milkshake_StrawberryStraw.jpg,0.16430986402598827,0.9593589009730967,1700,1.86299618597791,0.695813809169797,1,0,0.285714285714286,0.487950036474267,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.99199542595769,2.3695710038552735,milkshake,0.3888888888888889,0,0.516295025728988
Mirror_Carside.jpg,-0.0254771806965402,0.3732112192329708,688,-0.277761409819557,0.576699198792334,1,0,0.777777777777778,0.440958551844098,0.666666666666667,0.5,1,0,0,human-made,NA,NA,0.359634076615209,2.8564580163268323,mirror,0.34285714285714286,0,0.703830760434534
Mirror_Dental.jpg,-0.12568745275664897,0.11161991986262164,836,-0.830710979742223,0.574745316824114,1,0,0.111111111111111,0.333333333333333,0.875,0.353553390593274,1,1,1,human-made,indoors,smaller than a shoebox,0.0165809033733562,3.11583409216322,dental mirror,0.21052631578947367,1,0.7953116066323613
Mirror_Handheld.jpg,-0.13128375939726328,0.10074413279908415,209,-0.307262578383446,0.608359979569145,1,0,0.166666666666667,0.380693493813441,0.857142857142857,0.377964473009227,1,1,1,human-made,indoors,smaller than a shoebox,0.335048599199543,2.782731520521893,magnifying glass,0.391304347826087,0,0.6786735277301315
Mirror_Makeup.jpg,-0.030098591797701506,0.3594733829421866,210,0.236532392696744,0.970391846860504,1,0,0.2,0.447213595499958,0.75,0.462910049886276,1,0,0,human-made,NA,NA,0.713550600343053,1.3372449392958772,mirror,0.7368421052631579,0,0.16123499142367068
Missile.jpg,0.05058964148936389,0.6742987979393246,505,1.05804380907265,1.30407485294484,1,0,0.625,0.517549169506766,0.1,0.316227766016838,1,0,1,human-made,NA,larger than a shoebox,0.943967981703831,2.981124860657365,rocket,0.38235294117647056,1,0.7615780445969125
Mitt_Blue.jpg,0.05707013840018765,0.6931883228391529,1701,0.00784725319750547,0.977407619439388,1,0,0.75,0.462910049886276,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.577472841623785,1.2332525240632943,mitten,0.7142857142857143,1,0.14751286449399656
Mitt_Oven.jpg,0.0295487909984138,0.593016599885518,211,-0.145733313632524,0.454678544682079,1,0,0.12,0.33166247903554,0.857142857142857,0.377964473009227,1,1,1,human-made,indoors,smaller than a shoebox,0.473413379073756,2.8581184630979695,oven mitt,0.3684210526315789,1,0.7044025157232704
Mixer_Cement.jpg,-0.007271100713488292,0.44762449914138525,506,-0.378848372562357,0.238322678846334,1,0,0.857142857142857,0.377964473009227,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.280731846769583,2.725480556997868,cement mixer,0.4444444444444444,1,0.6615208690680389
